year,month,plot,treatment,resourcetreatment,anttreatment
2011,7,2,control,NA,NA
2011,7,3,exclosure,NA,NA
2011,7,4,control,NA,NA
2011,7,5,removal,NA,NA
2011,7,6,exclosure,NA,NA
2011,7,7,removal,NA,NA
2011,7,8,control,NA,NA
2011,7,9,control,NA,NA
2011,7,10,removal,NA,NA
2011,7,11,control,NA,NA
2011,7,12,control,NA,NA
2011,7,13,exclosure,NA,NA
2011,7,14,control,NA,NA
2011,7,15,exclosure,NA,NA
2011,7,16,removal,NA,NA
2011,7,17,control,NA,NA
2011,7,18,exclosure,NA,NA
2011,7,19,exclosure,NA,NA
2011,7,20,exclosure,NA,NA
2011,7,21,exclosure,NA,NA
2011,7,22,control,NA,NA
2011,7,23,removal,NA,NA
2011,7,24,removal,NA,NA
2011,8,1,control,NA,NA
2011,8,2,control,NA,NA
2011,8,3,exclosure,NA,NA
2011,8,4,control,NA,NA
2011,8,5,removal,NA,NA
2011,8,6,exclosure,NA,NA
2011,8,7,removal,NA,NA
2011,8,8,control,NA,NA
2011,8,9,control,NA,NA
2011,8,10,removal,NA,NA
2011,8,11,control,NA,NA
2011,8,12,control,NA,NA
2011,8,13,exclosure,NA,NA
2011,8,14,control,NA,NA
2011,8,15,exclosure,NA,NA
2011,8,16,removal,NA,NA
2011,8,17,control,NA,NA
2011,8,18,exclosure,NA,NA
2011,8,19,exclosure,NA,NA
2011,8,20,exclosure,NA,NA
2011,8,21,exclosure,NA,NA
2011,8,22,control,NA,NA
2011,8,23,removal,NA,NA
2011,8,24,removal,NA,NA
2011,9,1,control,NA,NA
2011,9,2,control,NA,NA
2011,9,3,exclosure,NA,NA
2011,9,4,control,NA,NA
2011,9,5,removal,NA,NA
2011,9,6,exclosure,NA,NA
2011,9,7,removal,NA,NA
2011,9,8,control,NA,NA
2011,9,9,control,NA,NA
2011,9,10,removal,NA,NA
2011,9,11,control,NA,NA
2011,9,12,control,NA,NA
2011,9,13,exclosure,NA,NA
2011,9,14,control,NA,NA
2011,9,15,exclosure,NA,NA
2011,9,16,removal,NA,NA
2011,9,17,control,NA,NA
2011,9,18,exclosure,NA,NA
2011,9,19,exclosure,NA,NA
2011,9,20,exclosure,NA,NA
2011,9,21,exclosure,NA,NA
2011,9,22,control,NA,NA
2011,9,23,removal,NA,NA
2011,9,24,removal,NA,NA
2011,10,1,control,NA,NA
2011,10,2,control,NA,NA
2011,10,3,exclosure,NA,NA
2011,10,4,control,NA,NA
2011,10,5,removal,NA,NA
2011,10,6,exclosure,NA,NA
2011,10,7,removal,NA,NA
2011,10,8,control,NA,NA
2011,10,9,control,NA,NA
2011,10,10,removal,NA,NA
2011,10,11,control,NA,NA
2011,10,12,control,NA,NA
2011,10,13,exclosure,NA,NA
2011,10,14,control,NA,NA
2011,10,15,exclosure,NA,NA
2011,10,16,removal,NA,NA
2011,10,17,control,NA,NA
2011,10,18,exclosure,NA,NA
2011,10,19,exclosure,NA,NA
2011,10,20,exclosure,NA,NA
2011,10,21,exclosure,NA,NA
2011,10,22,control,NA,NA
2011,10,23,removal,NA,NA
2011,10,24,removal,NA,NA
2011,11,1,control,NA,NA
2011,11,2,control,NA,NA
2011,11,3,exclosure,NA,NA
2011,11,4,control,NA,NA
2011,11,5,removal,NA,NA
2011,11,6,exclosure,NA,NA
2011,11,7,removal,NA,NA
2011,11,8,control,NA,NA
2011,11,9,control,NA,NA
2011,11,10,removal,NA,NA
2011,11,11,control,NA,NA
2011,11,12,control,NA,NA
2011,11,13,exclosure,NA,NA
2011,11,14,control,NA,NA
2011,11,15,exclosure,NA,NA
2011,11,16,removal,NA,NA
2011,11,17,control,NA,NA
2011,11,18,exclosure,NA,NA
2011,11,19,exclosure,NA,NA
2011,11,20,exclosure,NA,NA
2011,11,21,exclosure,NA,NA
2011,11,22,control,NA,NA
2011,11,23,removal,NA,NA
2011,11,24,removal,NA,NA
2011,12,1,control,NA,NA
2011,12,2,control,NA,NA
2011,12,3,exclosure,NA,NA
2011,12,4,control,NA,NA
2011,12,5,removal,NA,NA
2011,12,6,exclosure,NA,NA
2011,12,7,removal,NA,NA
2011,12,8,control,NA,NA
2011,12,9,control,NA,NA
2011,12,10,removal,NA,NA
2011,12,11,control,NA,NA
2011,12,12,control,NA,NA
2011,12,13,exclosure,NA,NA
2011,12,14,control,NA,NA
2011,12,15,exclosure,NA,NA
2011,12,16,removal,NA,NA
2011,12,17,control,NA,NA
2011,12,18,exclosure,NA,NA
2011,12,19,exclosure,NA,NA
2011,12,20,exclosure,NA,NA
2011,12,21,exclosure,NA,NA
2011,12,22,control,NA,NA
2011,12,23,removal,NA,NA
2011,12,24,removal,NA,NA
2012,1,1,control,NA,NA
2012,1,2,control,NA,NA
2012,1,3,exclosure,NA,NA
2012,1,4,control,NA,NA
2012,1,5,removal,NA,NA
2012,1,6,exclosure,NA,NA
2012,1,7,removal,NA,NA
2012,1,8,control,NA,NA
2012,1,9,control,NA,NA
2012,1,10,removal,NA,NA
2012,1,11,control,NA,NA
2012,1,12,control,NA,NA
2012,1,13,exclosure,NA,NA
2012,1,14,control,NA,NA
2012,1,15,exclosure,NA,NA
2012,1,16,removal,NA,NA
2012,1,17,control,NA,NA
2012,1,18,exclosure,NA,NA
2012,1,19,exclosure,NA,NA
2012,1,20,exclosure,NA,NA
2012,1,21,exclosure,NA,NA
2012,1,22,control,NA,NA
2012,1,23,removal,NA,NA
2012,1,24,removal,NA,NA
2012,2,1,control,NA,NA
2012,2,2,control,NA,NA
2012,2,3,exclosure,NA,NA
2012,2,4,control,NA,NA
2012,2,5,removal,NA,NA
2012,2,6,exclosure,NA,NA
2012,2,7,removal,NA,NA
2012,2,8,control,NA,NA
2012,2,9,control,NA,NA
2012,2,10,removal,NA,NA
2012,2,11,control,NA,NA
2012,2,12,control,NA,NA
2012,2,13,exclosure,NA,NA
2012,2,14,control,NA,NA
2012,2,15,exclosure,NA,NA
2012,2,16,removal,NA,NA
2012,2,17,control,NA,NA
2012,2,18,exclosure,NA,NA
2012,2,19,exclosure,NA,NA
2012,2,20,exclosure,NA,NA
2012,2,21,exclosure,NA,NA
2012,2,22,control,NA,NA
2012,2,23,removal,NA,NA
2012,2,24,removal,NA,NA
2012,3,1,control,NA,NA
2012,3,2,control,NA,NA
2012,3,3,exclosure,NA,NA
2012,3,4,control,NA,NA
2012,3,5,removal,NA,NA
2012,3,6,exclosure,NA,NA
2012,3,7,removal,NA,NA
2012,3,8,control,NA,NA
2012,3,9,control,NA,NA
2012,3,10,removal,NA,NA
2012,3,11,control,NA,NA
2012,3,12,control,NA,NA
2012,3,13,exclosure,NA,NA
2012,3,14,control,NA,NA
2012,3,15,exclosure,NA,NA
2012,3,16,removal,NA,NA
2012,3,17,control,NA,NA
2012,3,18,exclosure,NA,NA
2012,3,19,exclosure,NA,NA
2012,3,20,exclosure,NA,NA
2012,3,21,exclosure,NA,NA
2012,3,22,control,NA,NA
2012,3,23,removal,NA,NA
2012,3,24,removal,NA,NA
2012,4,1,control,NA,NA
2012,4,2,control,NA,NA
2012,4,3,exclosure,NA,NA
2012,4,4,control,NA,NA
2012,4,5,removal,NA,NA
2012,4,6,exclosure,NA,NA
2012,4,7,removal,NA,NA
2012,4,8,control,NA,NA
2012,4,9,control,NA,NA
2012,4,10,removal,NA,NA
2012,4,11,control,NA,NA
2012,4,12,control,NA,NA
2012,4,13,exclosure,NA,NA
2012,4,14,control,NA,NA
2012,4,15,exclosure,NA,NA
2012,4,16,removal,NA,NA
2012,4,17,control,NA,NA
2012,4,18,exclosure,NA,NA
2012,4,19,exclosure,NA,NA
2012,4,20,exclosure,NA,NA
2012,4,21,exclosure,NA,NA
2012,4,22,control,NA,NA
2012,4,23,removal,NA,NA
2012,4,24,removal,NA,NA
2012,5,1,control,NA,NA
2012,5,2,control,NA,NA
2012,5,3,exclosure,NA,NA
2012,5,4,control,NA,NA
2012,5,5,removal,NA,NA
2012,5,6,exclosure,NA,NA
2012,5,7,removal,NA,NA
2012,5,8,control,NA,NA
2012,5,9,control,NA,NA
2012,5,10,removal,NA,NA
2012,5,11,control,NA,NA
2012,5,12,control,NA,NA
2012,5,13,exclosure,NA,NA
2012,5,14,control,NA,NA
2012,5,15,exclosure,NA,NA
2012,5,16,removal,NA,NA
2012,5,17,control,NA,NA
2012,5,18,exclosure,NA,NA
2012,5,19,exclosure,NA,NA
2012,5,20,exclosure,NA,NA
2012,5,21,exclosure,NA,NA
2012,5,22,control,NA,NA
2012,5,23,removal,NA,NA
2012,5,24,removal,NA,NA
2012,6,1,control,NA,NA
2012,6,2,control,NA,NA
2012,6,3,exclosure,NA,NA
2012,6,4,control,NA,NA
2012,6,5,removal,NA,NA
2012,6,6,exclosure,NA,NA
2012,6,7,removal,NA,NA
2012,6,8,control,NA,NA
2012,6,9,control,NA,NA
2012,6,10,removal,NA,NA
2012,6,11,control,NA,NA
2012,6,12,control,NA,NA
2012,6,13,exclosure,NA,NA
2012,6,14,control,NA,NA
2012,6,15,exclosure,NA,NA
2012,6,16,removal,NA,NA
2012,6,17,control,NA,NA
2012,6,18,exclosure,NA,NA
2012,6,19,exclosure,NA,NA
2012,6,20,exclosure,NA,NA
2012,6,21,exclosure,NA,NA
2012,6,22,control,NA,NA
2012,6,23,removal,NA,NA
2012,6,24,removal,NA,NA
2012,7,1,control,NA,NA
2012,7,2,control,NA,NA
2012,7,3,exclosure,NA,NA
2012,7,4,control,NA,NA
2012,7,5,removal,NA,NA
2012,7,6,exclosure,NA,NA
2012,7,7,removal,NA,NA
2012,7,8,control,NA,NA
2012,7,9,control,NA,NA
2012,7,10,removal,NA,NA
2012,7,11,control,NA,NA
2012,7,12,control,NA,NA
2012,7,13,exclosure,NA,NA
2012,7,14,control,NA,NA
2012,7,15,exclosure,NA,NA
2012,7,16,removal,NA,NA
2012,7,17,control,NA,NA
2012,7,18,exclosure,NA,NA
2012,7,19,exclosure,NA,NA
2012,7,20,exclosure,NA,NA
2012,7,21,exclosure,NA,NA
2012,7,22,control,NA,NA
2012,7,23,removal,NA,NA
2012,7,24,removal,NA,NA
2012,8,1,control,NA,NA
2012,8,2,control,NA,NA
2012,8,3,exclosure,NA,NA
2012,8,4,control,NA,NA
2012,8,5,removal,NA,NA
2012,8,6,exclosure,NA,NA
2012,8,7,removal,NA,NA
2012,8,8,control,NA,NA
2012,8,9,control,NA,NA
2012,8,10,removal,NA,NA
2012,8,11,control,NA,NA
2012,8,12,control,NA,NA
2012,8,13,exclosure,NA,NA
2012,8,14,control,NA,NA
2012,8,15,exclosure,NA,NA
2012,8,16,removal,NA,NA
2012,8,17,control,NA,NA
2012,8,18,exclosure,NA,NA
2012,8,19,exclosure,NA,NA
2012,8,20,exclosure,NA,NA
2012,8,21,exclosure,NA,NA
2012,8,22,control,NA,NA
2012,8,23,removal,NA,NA
2012,8,24,removal,NA,NA
2012,9,1,control,NA,NA
2012,9,2,control,NA,NA
2012,9,3,exclosure,NA,NA
2012,9,4,control,NA,NA
2012,9,5,removal,NA,NA
2012,9,6,exclosure,NA,NA
2012,9,7,removal,NA,NA
2012,9,8,control,NA,NA
2012,9,9,control,NA,NA
2012,9,10,removal,NA,NA
2012,9,11,control,NA,NA
2012,9,12,control,NA,NA
2012,9,13,exclosure,NA,NA
2012,9,14,control,NA,NA
2012,9,15,exclosure,NA,NA
2012,9,16,removal,NA,NA
2012,9,17,control,NA,NA
2012,9,18,exclosure,NA,NA
2012,9,19,exclosure,NA,NA
2012,9,20,exclosure,NA,NA
2012,9,21,exclosure,NA,NA
2012,9,22,control,NA,NA
2012,9,23,removal,NA,NA
2012,9,24,removal,NA,NA
2012,10,1,control,NA,NA
2012,10,2,control,NA,NA
2012,10,3,exclosure,NA,NA
2012,10,4,control,NA,NA
2012,10,5,removal,NA,NA
2012,10,6,exclosure,NA,NA
2012,10,7,removal,NA,NA
2012,10,8,control,NA,NA
2012,10,9,control,NA,NA
2012,10,10,removal,NA,NA
2012,10,11,control,NA,NA
2012,10,12,control,NA,NA
2012,10,13,exclosure,NA,NA
2012,10,14,control,NA,NA
2012,10,15,exclosure,NA,NA
2012,10,16,removal,NA,NA
2012,10,17,control,NA,NA
2012,10,18,exclosure,NA,NA
2012,10,19,exclosure,NA,NA
2012,10,20,exclosure,NA,NA
2012,10,21,exclosure,NA,NA
2012,10,22,control,NA,NA
2012,10,23,removal,NA,NA
2012,10,24,removal,NA,NA
2012,11,1,control,NA,NA
2012,11,2,control,NA,NA
2012,11,3,exclosure,NA,NA
2012,11,4,control,NA,NA
2012,11,5,removal,NA,NA
2012,11,6,exclosure,NA,NA
2012,11,7,removal,NA,NA
2012,11,8,control,NA,NA
2012,11,9,control,NA,NA
2012,11,10,removal,NA,NA
2012,11,11,control,NA,NA
2012,11,12,control,NA,NA
2012,11,13,exclosure,NA,NA
2012,11,14,control,NA,NA
2012,11,15,exclosure,NA,NA
2012,11,16,removal,NA,NA
2012,11,17,control,NA,NA
2012,11,18,exclosure,NA,NA
2012,11,19,exclosure,NA,NA
2012,11,20,exclosure,NA,NA
2012,11,21,exclosure,NA,NA
2012,11,22,control,NA,NA
2012,11,23,removal,NA,NA
2012,11,24,removal,NA,NA
2012,12,1,control,NA,NA
2012,12,2,control,NA,NA
2012,12,3,exclosure,NA,NA
2012,12,4,control,NA,NA
2012,12,5,removal,NA,NA
2012,12,6,exclosure,NA,NA
2012,12,7,removal,NA,NA
2012,12,8,control,NA,NA
2012,12,9,control,NA,NA
2012,12,10,removal,NA,NA
2012,12,11,control,NA,NA
2012,12,12,control,NA,NA
2012,12,13,exclosure,NA,NA
2012,12,14,control,NA,NA
2012,12,15,exclosure,NA,NA
2012,12,16,removal,NA,NA
2012,12,17,control,NA,NA
2012,12,18,exclosure,NA,NA
2012,12,19,exclosure,NA,NA
2012,12,20,exclosure,NA,NA
2012,12,21,exclosure,NA,NA
2012,12,22,control,NA,NA
2012,12,23,removal,NA,NA
2012,12,24,removal,NA,NA
2013,1,1,control,NA,NA
2013,1,2,control,NA,NA
2013,1,3,exclosure,NA,NA
2013,1,4,control,NA,NA
2013,1,5,removal,NA,NA
2013,1,6,exclosure,NA,NA
2013,1,7,removal,NA,NA
2013,1,8,control,NA,NA
2013,1,9,control,NA,NA
2013,1,10,removal,NA,NA
2013,1,11,control,NA,NA
2013,1,12,control,NA,NA
2013,1,13,exclosure,NA,NA
2013,1,14,control,NA,NA
2013,1,15,exclosure,NA,NA
2013,1,16,removal,NA,NA
2013,1,17,control,NA,NA
2013,1,18,exclosure,NA,NA
2013,1,19,exclosure,NA,NA
2013,1,20,exclosure,NA,NA
2013,1,21,exclosure,NA,NA
2013,1,22,control,NA,NA
2013,1,23,removal,NA,NA
2013,1,24,removal,NA,NA
2013,2,1,control,NA,NA
2013,2,2,control,NA,NA
2013,2,3,exclosure,NA,NA
2013,2,4,control,NA,NA
2013,2,5,removal,NA,NA
2013,2,6,exclosure,NA,NA
2013,2,7,removal,NA,NA
2013,2,8,control,NA,NA
2013,2,9,control,NA,NA
2013,2,10,removal,NA,NA
2013,2,11,control,NA,NA
2013,2,12,control,NA,NA
2013,2,13,exclosure,NA,NA
2013,2,14,control,NA,NA
2013,2,15,exclosure,NA,NA
2013,2,16,removal,NA,NA
2013,2,17,control,NA,NA
2013,2,18,exclosure,NA,NA
2013,2,19,exclosure,NA,NA
2013,2,20,exclosure,NA,NA
2013,2,21,exclosure,NA,NA
2013,2,22,control,NA,NA
2013,2,23,removal,NA,NA
2013,2,24,removal,NA,NA
2013,3,1,control,NA,NA
2013,3,2,control,NA,NA
2013,3,3,exclosure,NA,NA
2013,3,4,control,NA,NA
2013,3,5,removal,NA,NA
2013,3,6,exclosure,NA,NA
2013,3,7,removal,NA,NA
2013,3,8,control,NA,NA
2013,3,9,control,NA,NA
2013,3,10,removal,NA,NA
2013,3,11,control,NA,NA
2013,3,12,control,NA,NA
2013,3,13,exclosure,NA,NA
2013,3,14,control,NA,NA
2013,3,15,exclosure,NA,NA
2013,3,16,removal,NA,NA
2013,3,17,control,NA,NA
2013,3,18,exclosure,NA,NA
2013,3,19,exclosure,NA,NA
2013,3,20,exclosure,NA,NA
2013,3,21,exclosure,NA,NA
2013,3,22,control,NA,NA
2013,3,23,removal,NA,NA
2013,3,24,removal,NA,NA
2013,4,1,control,NA,NA
2013,4,2,control,NA,NA
2013,4,3,exclosure,NA,NA
2013,4,4,control,NA,NA
2013,4,5,removal,NA,NA
2013,4,6,exclosure,NA,NA
2013,4,7,removal,NA,NA
2013,4,8,control,NA,NA
2013,4,9,control,NA,NA
2013,4,10,removal,NA,NA
2013,4,11,control,NA,NA
2013,4,12,control,NA,NA
2013,4,13,exclosure,NA,NA
2013,4,14,control,NA,NA
2013,4,15,exclosure,NA,NA
2013,4,16,removal,NA,NA
2013,4,17,control,NA,NA
2013,4,18,exclosure,NA,NA
2013,4,19,exclosure,NA,NA
2013,4,20,exclosure,NA,NA
2013,4,21,exclosure,NA,NA
2013,4,22,control,NA,NA
2013,4,23,removal,NA,NA
2013,4,24,removal,NA,NA
2013,5,1,control,NA,NA
2013,5,2,control,NA,NA
2013,5,3,exclosure,NA,NA
2013,5,4,control,NA,NA
2013,5,5,removal,NA,NA
2013,5,6,exclosure,NA,NA
2013,5,7,removal,NA,NA
2013,5,8,control,NA,NA
2013,5,9,control,NA,NA
2013,5,10,removal,NA,NA
2013,5,11,control,NA,NA
2013,5,12,control,NA,NA
2013,5,13,exclosure,NA,NA
2013,5,14,control,NA,NA
2013,5,15,exclosure,NA,NA
2013,5,16,removal,NA,NA
2013,5,17,control,NA,NA
2013,5,18,exclosure,NA,NA
2013,5,19,exclosure,NA,NA
2013,5,20,exclosure,NA,NA
2013,5,21,exclosure,NA,NA
2013,5,22,control,NA,NA
2013,5,23,removal,NA,NA
2013,5,24,removal,NA,NA
2013,6,1,control,NA,NA
2013,6,2,control,NA,NA
2013,6,3,exclosure,NA,NA
2013,6,4,control,NA,NA
2013,6,5,removal,NA,NA
2013,6,6,exclosure,NA,NA
2013,6,7,removal,NA,NA
2013,6,8,control,NA,NA
2013,6,9,control,NA,NA
2013,6,10,removal,NA,NA
2013,6,11,control,NA,NA
2013,6,12,control,NA,NA
2013,6,13,exclosure,NA,NA
2013,6,14,control,NA,NA
2013,6,15,exclosure,NA,NA
2013,6,16,removal,NA,NA
2013,6,17,control,NA,NA
2013,6,18,exclosure,NA,NA
2013,6,19,exclosure,NA,NA
2013,6,20,exclosure,NA,NA
2013,6,21,exclosure,NA,NA
2013,6,22,control,NA,NA
2013,6,23,removal,NA,NA
2013,6,24,removal,NA,NA
2013,7,1,control,NA,NA
2013,7,2,control,NA,NA
2013,7,3,exclosure,NA,NA
2013,7,4,control,NA,NA
2013,7,5,removal,NA,NA
2013,7,6,exclosure,NA,NA
2013,7,7,removal,NA,NA
2013,7,8,control,NA,NA
2013,7,9,control,NA,NA
2013,7,10,removal,NA,NA
2013,7,11,control,NA,NA
2013,7,12,control,NA,NA
2013,7,13,exclosure,NA,NA
2013,7,14,control,NA,NA
2013,7,15,exclosure,NA,NA
2013,7,16,removal,NA,NA
2013,7,17,control,NA,NA
2013,7,18,exclosure,NA,NA
2013,7,19,exclosure,NA,NA
2013,7,20,exclosure,NA,NA
2013,7,21,exclosure,NA,NA
2013,7,22,control,NA,NA
2013,7,23,removal,NA,NA
2013,7,24,removal,NA,NA
2013,8,1,control,NA,NA
2013,8,2,control,NA,NA
2013,8,3,exclosure,NA,NA
2013,8,4,control,NA,NA
2013,8,5,removal,NA,NA
2013,8,6,exclosure,NA,NA
2013,8,7,removal,NA,NA
2013,8,8,control,NA,NA
2013,8,9,control,NA,NA
2013,8,10,removal,NA,NA
2013,8,11,control,NA,NA
2013,8,12,control,NA,NA
2013,8,13,exclosure,NA,NA
2013,8,14,control,NA,NA
2013,8,15,exclosure,NA,NA
2013,8,16,removal,NA,NA
2013,8,17,control,NA,NA
2013,8,18,exclosure,NA,NA
2013,8,19,exclosure,NA,NA
2013,8,20,exclosure,NA,NA
2013,8,21,exclosure,NA,NA
2013,8,22,control,NA,NA
2013,8,23,removal,NA,NA
2013,8,24,removal,NA,NA
2013,9,1,control,NA,NA
2013,9,2,control,NA,NA
2013,9,3,exclosure,NA,NA
2013,9,4,control,NA,NA
2013,9,5,removal,NA,NA
2013,9,6,exclosure,NA,NA
2013,9,7,removal,NA,NA
2013,9,8,control,NA,NA
2013,9,9,control,NA,NA
2013,9,10,removal,NA,NA
2013,9,11,control,NA,NA
2013,9,12,control,NA,NA
2013,9,13,exclosure,NA,NA
2013,9,14,control,NA,NA
2013,9,15,exclosure,NA,NA
2013,9,16,removal,NA,NA
2013,9,17,control,NA,NA
2013,9,18,exclosure,NA,NA
2013,9,19,exclosure,NA,NA
2013,9,20,exclosure,NA,NA
2013,9,21,exclosure,NA,NA
2013,9,22,control,NA,NA
2013,9,23,removal,NA,NA
2013,9,24,removal,NA,NA
2013,10,1,control,NA,NA
2013,10,2,control,NA,NA
2013,10,3,exclosure,NA,NA
2013,10,4,control,NA,NA
2013,10,5,removal,NA,NA
2013,10,6,exclosure,NA,NA
2013,10,7,removal,NA,NA
2013,10,8,control,NA,NA
2013,10,9,control,NA,NA
2013,10,10,removal,NA,NA
2013,10,11,control,NA,NA
2013,10,12,control,NA,NA
2013,10,13,exclosure,NA,NA
2013,10,14,control,NA,NA
2013,10,15,exclosure,NA,NA
2013,10,16,removal,NA,NA
2013,10,17,control,NA,NA
2013,10,18,exclosure,NA,NA
2013,10,19,exclosure,NA,NA
2013,10,20,exclosure,NA,NA
2013,10,21,exclosure,NA,NA
2013,10,22,control,NA,NA
2013,10,23,removal,NA,NA
2013,10,24,removal,NA,NA
2013,11,1,control,NA,NA
2013,11,2,control,NA,NA
2013,11,3,exclosure,NA,NA
2013,11,4,control,NA,NA
2013,11,5,removal,NA,NA
2013,11,6,exclosure,NA,NA
2013,11,7,removal,NA,NA
2013,11,8,control,NA,NA
2013,11,9,control,NA,NA
2013,11,10,removal,NA,NA
2013,11,11,control,NA,NA
2013,11,12,control,NA,NA
2013,11,13,exclosure,NA,NA
2013,11,14,control,NA,NA
2013,11,15,exclosure,NA,NA
2013,11,16,removal,NA,NA
2013,11,17,control,NA,NA
2013,11,18,exclosure,NA,NA
2013,11,19,exclosure,NA,NA
2013,11,20,exclosure,NA,NA
2013,11,21,exclosure,NA,NA
2013,11,22,control,NA,NA
2013,11,23,removal,NA,NA
2013,11,24,removal,NA,NA
2013,12,1,control,NA,NA
2013,12,2,control,NA,NA
2013,12,3,exclosure,NA,NA
2013,12,4,control,NA,NA
2013,12,5,removal,NA,NA
2013,12,6,exclosure,NA,NA
2013,12,7,removal,NA,NA
2013,12,8,control,NA,NA
2013,12,9,control,NA,NA
2013,12,10,removal,NA,NA
2013,12,11,control,NA,NA
2013,12,12,control,NA,NA
2013,12,13,exclosure,NA,NA
2013,12,14,control,NA,NA
2013,12,15,exclosure,NA,NA
2013,12,16,removal,NA,NA
2013,12,17,control,NA,NA
2013,12,18,exclosure,NA,NA
2013,12,19,exclosure,NA,NA
2013,12,20,exclosure,NA,NA
2013,12,21,exclosure,NA,NA
2013,12,22,control,NA,NA
2013,12,23,removal,NA,NA
2013,12,24,removal,NA,NA
2014,1,1,control,NA,NA
2014,1,2,control,NA,NA
2014,1,3,exclosure,NA,NA
2014,1,4,control,NA,NA
2014,1,5,removal,NA,NA
2014,1,6,exclosure,NA,NA
2014,1,7,removal,NA,NA
2014,1,8,control,NA,NA
2014,1,9,control,NA,NA
2014,1,10,removal,NA,NA
2014,1,11,control,NA,NA
2014,1,12,control,NA,NA
2014,1,13,exclosure,NA,NA
2014,1,14,control,NA,NA
2014,1,15,exclosure,NA,NA
2014,1,16,removal,NA,NA
2014,1,17,control,NA,NA
2014,1,18,exclosure,NA,NA
2014,1,19,exclosure,NA,NA
2014,1,20,exclosure,NA,NA
2014,1,21,exclosure,NA,NA
2014,1,22,control,NA,NA
2014,1,23,removal,NA,NA
2014,1,24,removal,NA,NA
2014,2,1,control,NA,NA
2014,2,2,control,NA,NA
2014,2,3,exclosure,NA,NA
2014,2,4,control,NA,NA
2014,2,5,removal,NA,NA
2014,2,6,exclosure,NA,NA
2014,2,7,removal,NA,NA
2014,2,8,control,NA,NA
2014,2,9,control,NA,NA
2014,2,10,removal,NA,NA
2014,2,11,control,NA,NA
2014,2,12,control,NA,NA
2014,2,13,exclosure,NA,NA
2014,2,14,control,NA,NA
2014,2,15,exclosure,NA,NA
2014,2,16,removal,NA,NA
2014,2,17,control,NA,NA
2014,2,18,exclosure,NA,NA
2014,2,19,exclosure,NA,NA
2014,2,20,exclosure,NA,NA
2014,2,21,exclosure,NA,NA
2014,2,22,control,NA,NA
2014,2,23,removal,NA,NA
2014,2,24,removal,NA,NA
2014,3,1,control,NA,NA
2014,3,2,control,NA,NA
2014,3,3,exclosure,NA,NA
2014,3,4,control,NA,NA
2014,3,5,removal,NA,NA
2014,3,6,exclosure,NA,NA
2014,3,7,removal,NA,NA
2014,3,8,control,NA,NA
2014,3,9,control,NA,NA
2014,3,10,removal,NA,NA
2014,3,11,control,NA,NA
2014,3,12,control,NA,NA
2014,3,13,exclosure,NA,NA
2014,3,14,control,NA,NA
2014,3,15,exclosure,NA,NA
2014,3,16,removal,NA,NA
2014,3,17,control,NA,NA
2014,3,18,exclosure,NA,NA
2014,3,19,exclosure,NA,NA
2014,3,20,exclosure,NA,NA
2014,3,21,exclosure,NA,NA
2014,3,22,control,NA,NA
2014,3,23,removal,NA,NA
2014,3,24,removal,NA,NA
2014,4,1,control,NA,NA
2014,4,2,control,NA,NA
2014,4,3,exclosure,NA,NA
2014,4,4,control,NA,NA
2014,4,5,removal,NA,NA
2014,4,6,exclosure,NA,NA
2014,4,7,removal,NA,NA
2014,4,8,control,NA,NA
2014,4,9,control,NA,NA
2014,4,10,removal,NA,NA
2014,4,11,control,NA,NA
2014,4,12,control,NA,NA
2014,4,13,exclosure,NA,NA
2014,4,14,control,NA,NA
2014,4,15,exclosure,NA,NA
2014,4,16,removal,NA,NA
2014,4,17,control,NA,NA
2014,4,18,exclosure,NA,NA
2014,4,19,exclosure,NA,NA
2014,4,20,exclosure,NA,NA
2014,4,21,exclosure,NA,NA
2014,4,22,control,NA,NA
2014,4,23,removal,NA,NA
2014,4,24,removal,NA,NA
2014,5,1,control,NA,NA
2014,5,2,control,NA,NA
2014,5,3,exclosure,NA,NA
2014,5,4,control,NA,NA
2014,5,5,removal,NA,NA
2014,5,6,exclosure,NA,NA
2014,5,7,removal,NA,NA
2014,5,8,control,NA,NA
2014,5,9,control,NA,NA
2014,5,10,removal,NA,NA
2014,5,11,control,NA,NA
2014,5,12,control,NA,NA
2014,5,13,exclosure,NA,NA
2014,5,14,control,NA,NA
2014,5,15,exclosure,NA,NA
2014,5,16,removal,NA,NA
2014,5,17,control,NA,NA
2014,5,18,exclosure,NA,NA
2014,5,19,exclosure,NA,NA
2014,5,20,exclosure,NA,NA
2014,5,21,exclosure,NA,NA
2014,5,22,control,NA,NA
2014,5,23,removal,NA,NA
2014,5,24,removal,NA,NA
2014,6,1,control,NA,NA
2014,6,2,control,NA,NA
2014,6,3,exclosure,NA,NA
2014,6,4,control,NA,NA
2014,6,5,removal,NA,NA
2014,6,6,exclosure,NA,NA
2014,6,7,removal,NA,NA
2014,6,8,control,NA,NA
2014,6,9,control,NA,NA
2014,6,10,removal,NA,NA
2014,6,11,control,NA,NA
2014,6,12,control,NA,NA
2014,6,13,exclosure,NA,NA
2014,6,14,control,NA,NA
2014,6,15,exclosure,NA,NA
2014,6,16,removal,NA,NA
2014,6,17,control,NA,NA
2014,6,18,exclosure,NA,NA
2014,6,19,exclosure,NA,NA
2014,6,20,exclosure,NA,NA
