month,year,plot,stake,species,abundance
July,2007,3,22,sole xylo,20
July,2007,3,24,novo cock,2
July,2007,3,26,sole xylo,20
July,2007,3,31,sole xylo,10
July,2007,3,33,sole xylo,15
July,2007,3,35,sole xylo,25
July,2007,3,37,sole xylo,11
July,2007,3,42,novo cock,1
July,2007,3,42,sole xylo,15
July,2007,3,46,sole xylo,2
July,2007,3,51,sole xylo,30
July,2007,3,53,sole xylo,14
July,2007,3,55,sole xylo,3
July,2007,3,57,sole xylo,20
July,2007,3,62,novo cock,2
July,2007,3,62,sole xylo,2
July,2007,3,64,sole xylo,20
July,2007,3,66,phei xero,7
July,2007,3,71,sole xylo,15
July,2007,3,73,novo cock,1
July,2007,3,73,sole xylo,25
July,2007,3,75,sole xylo,15
July,2007,3,77,sole xylo,10
July,2007,4,11,sole xylo,15
July,2007,4,13,novo cock,1
July,2007,4,17,phei xero,4
July,2007,4,17,pogo dese,1
July,2007,4,22,phei xero,3
July,2007,4,24,sole xylo,20
July,2007,4,26,sole xylo,2
July,2007,4,31,sole xylo,15
July,2007,4,33,sole xylo,13
July,2007,4,35,sole xylo,3
July,2007,4,46,sole xylo,5
July,2007,4,53,sole xylo,20
July,2007,4,55,phei xero,9
July,2007,4,55,sole xylo,7
July,2007,4,57,novo cock,2
July,2007,4,57,phei xero,1
July,2007,4,57,sole xylo,1
July,2007,4,62,novo cock,1
July,2007,4,62,phei xero,1
July,2007,4,64,sole xylo,15
July,2007,4,66,sole xylo,25
July,2007,4,71,sole xylo,3
July,2007,4,73,sole xylo,6
July,2007,4,75,sole xylo,2
July,2007,4,77,sole xylo,5
July,2007,5,11,phei sita,4
July,2007,5,13,sole xylo,10
July,2007,5,15,phei xero,15
July,2007,5,17,sole xylo,40
July,2007,5,22,myrm mimi,1
July,2007,5,22,novo cock,1
July,2007,5,24,sole xylo,20
July,2007,5,26,novo cock,2
July,2007,5,31,novo cock,2
July,2007,5,31,sole xylo,3
July,2007,5,33,sole xylo,20
July,2007,5,35,sole xylo,25
July,2007,5,37,novo cock,2
July,2007,5,42,sole xylo,15
July,2007,5,44,pogo dese,1
July,2007,5,46,novo cock,1
July,2007,5,51,novo cock,9
July,2007,5,53,novo cock,1
July,2007,5,55,sole xylo,10
July,2007,5,57,novo cock,1
July,2007,5,62,novo cock,1
July,2007,5,62,sole xylo,7
July,2007,5,64,novo cock,1
July,2007,5,64,sole xylo,1
July,2007,5,66,sole xylo,20
July,2007,5,71,sole xylo,30
July,2007,5,73,novo cock,1
July,2007,5,73,pogo dese,1
July,2007,5,73,sole xylo,16
July,2007,5,75,novo cock,1
July,2007,5,75,phei xero,4
July,2007,5,77,sole xylo,5
July,2007,6,15,pogo dese,3
July,2007,6,15,sole xylo,30
July,2007,6,17,sole xylo,1
July,2007,6,22,novo cock,1
July,2007,6,22,sole xylo,1
July,2007,6,24,novo cock,2
July,2007,6,26,novo cock,1
July,2007,6,26,sole xylo,8
July,2007,6,31,sole xylo,7
July,2007,6,33,sole xylo,35
July,2007,6,35,sole xylo,20
July,2007,6,37,sole xylo,30
July,2007,6,42,sole xylo,12
July,2007,6,44,sole xylo,7
July,2007,6,46,sole xylo,45
July,2007,6,51,pogo dese,1
July,2007,6,51,sole xylo,1
July,2007,6,53,sole xylo,5
July,2007,6,55,sole xylo,25
July,2007,6,57,sole xylo,9
July,2007,6,62,sole xylo,13
July,2007,6,64,sole xylo,20
July,2007,6,66,sole xylo,25
July,2007,6,71,sole xylo,25
July,2007,6,73,sole xylo,20
July,2007,6,75,sole xylo,15
July,2007,6,77,sole xylo,20
July,2007,7,11,sole xylo,1
July,2007,7,13,cono insa,1
July,2007,7,15,novo cock,2
July,2007,7,15,phei xero,5
July,2007,7,17,novo cock,14
July,2007,7,22,phei xero,1
July,2007,7,24,myrm mimi,1
July,2007,7,24,novo cock,1
July,2007,7,24,sole sp,1
July,2007,7,26,novo cock,2
July,2007,7,31,novo cock,2
July,2007,7,31,phei xero,1
July,2007,7,33,novo cock,1
July,2007,7,35,myrm mexi,1
July,2007,7,35,novo cock,7
July,2007,7,35,sole xylo,2
July,2007,7,37,sole xylo,10
July,2007,7,42,novo cock,1
July,2007,7,42,phei xero,9
July,2007,7,44,cono insa,7
July,2007,7,46,myrm mexi,1
July,2007,7,46,novo cock,1
July,2007,7,46,phei xero,2
July,2007,7,51,sole xylo,6
July,2007,7,53,novo cock,3
July,2007,7,55,phei xero,3
July,2007,7,55,pogo dese,15
July,2007,7,57,irid prui,1
July,2007,7,57,novo cock,3
July,2007,7,62,sole xylo,15
July,2007,7,64,novo cock,1
July,2007,7,64,sole xylo,10
July,2007,7,66,sole xylo,7
July,2007,7,71,novo cock,1
July,2007,7,71,sole xylo,15
July,2007,7,73,novo cock,5
July,2007,7,73,sole xylo,5
July,2007,7,75,novo cock,1
July,2007,7,75,sole xylo,10
July,2007,7,77,sole xylo,3
July,2007,8,11,sole xylo,30
July,2007,8,13,sole xylo,20
July,2007,8,15,sole xylo,4
July,2007,8,17,novo cock,1
July,2007,8,22,sole xylo,40
July,2007,8,24,novo cock,1
July,2007,8,24,sole xylo,25
July,2007,8,26,novo cock,1
July,2007,8,26,sole xylo,3
July,2007,8,31,sole xylo,20
July,2007,8,33,sole xylo,15
July,2007,8,35,sole xylo,30
July,2007,8,37,phei xero,3
July,2007,8,37,pogo dese,1
July,2007,8,42,sole xylo,35
July,2007,8,44,cono insa,1
July,2007,8,44,sole xylo,20
July,2007,8,46,cono insa,1
July,2007,8,46,novo cock,1
July,2007,8,46,sole xylo,5
July,2007,8,51,novo cock,1
July,2007,8,51,sole xylo,8
July,2007,8,53,sole xylo,50
July,2007,8,55,sole xylo,25
July,2007,8,57,cono insa,1
July,2007,8,57,sole xylo,2
July,2007,8,62,sole xylo,5
July,2007,8,64,sole xylo,35
July,2007,8,66,sole xylo,20
July,2007,8,71,novo cock,1
July,2007,8,71,sole xylo,25
July,2007,8,73,novo cock,1
July,2007,8,73,sole xylo,8
July,2007,8,75,sole xylo,15
July,2007,8,77,sole xylo,20
July,2007,9,11,sole sp,10
July,2007,9,13,sole xylo,5
July,2007,9,15,sole xylo,20
July,2007,9,17,cono insa,1
July,2007,9,17,sole xylo,5
July,2007,9,22,sole xylo,1
July,2007,9,24,sole xylo,6
July,2007,9,26,sole xylo,30
July,2007,9,31,sole xylo,15
July,2007,9,33,pogo dese,4
July,2007,9,33,sole xylo,10
July,2007,9,35,sole xylo,15
July,2007,9,37,phei xero,10
July,2007,9,42,sole xylo,45
July,2007,9,44,sole xylo,20
July,2007,9,46,sole xylo,2
July,2007,9,51,sole xylo,50
July,2007,9,53,sole xylo,30
July,2007,9,55,sole xylo,20
July,2007,9,57,phei xero,15
July,2007,9,57,pogo dese,3
July,2007,9,62,sole xylo,25
July,2007,9,64,pogo dese,3
July,2007,9,64,sole xylo,2
July,2007,9,66,sole xylo,35
July,2007,9,71,sole xylo,15
July,2007,9,73,sole xylo,20
July,2007,9,75,sole xylo,15
July,2007,9,77,sole xylo,15
July,2007,10,11,phei xero,2
July,2007,10,13,novo cock,1
July,2007,10,13,phei xero,1
July,2007,10,13,sole xylo,6
July,2007,10,15,phei xero,12
July,2007,10,17,phei xero,1
July,2007,10,17,sole xylo,6
July,2007,10,22,novo cock,1
July,2007,10,24,novo cock,1
July,2007,10,24,sole xylo,2
July,2007,10,26,phei xero,2
July,2007,10,26,sole xylo,8
July,2007,10,31,novo cock,2
July,2007,10,31,sole xylo,10
July,2007,10,33,sole xylo,6
July,2007,10,35,novo cock,1
July,2007,10,37,sole xylo,25
July,2007,10,42,phei sita,1
July,2007,10,42,sole xylo,15
July,2007,10,44,phei xero,12
July,2007,10,46,sole xylo,15
July,2007,10,51,novo cock,3
July,2007,10,51,sole xylo,1
July,2007,10,53,sole xylo,8
July,2007,10,55,sole xylo,8
July,2007,10,57,sole xylo,7
July,2007,10,62,novo cock,1
July,2007,10,62,sole xylo,6
July,2007,10,64,phei xero,12
July,2007,10,71,phei sita,1
July,2007,10,71,sole xylo,8
July,2007,10,73,sole xylo,15
July,2007,10,75,sole xylo,8
July,2007,10,77,irid prui,4
July,2007,10,77,novo cock,1
July,2007,10,77,sole xylo,2
July,2007,11,11,novo cock,1
July,2007,11,11,sole xylo,4
July,2007,11,13,sole xylo,25
July,2007,11,15,sole xylo,25
July,2007,11,17,sole xylo,6
July,2007,11,22,sole xylo,60
July,2007,11,24,sole xylo,15
July,2007,11,26,novo cock,1
July,2007,11,26,phei xero,25
July,2007,11,31,novo cock,1
July,2007,11,31,phei xero,1
July,2007,11,33,novo cock,3
July,2007,11,33,sole xylo,5
July,2007,11,35,sole xylo,25
July,2007,11,37,sole xylo,30
July,2007,11,42,novo cock,1
July,2007,11,42,sole xylo,8
July,2007,11,44,sole xylo,20
July,2007,11,46,phei xero,55
July,2007,11,51,novo cock,1
July,2007,11,51,sole xylo,2
July,2007,11,53,phei xero,4
July,2007,11,55,sole xylo,15
July,2007,11,57,phei xero,5
July,2007,11,62,sole xylo,30
July,2007,11,64,sole xylo,30
July,2007,11,66,sole xylo,25
July,2007,11,71,novo cock,2
July,2007,11,71,phei xero,20
July,2007,11,73,phei xero,25
July,2007,11,73,pogo dese,2
July,2007,11,75,sole xylo,40
July,2007,11,77,sole xylo,12
July,2007,12,11,sole xylo,25
July,2007,12,13,sole xylo,13
July,2007,12,15,sole xylo,4
July,2007,12,17,sole xylo,15
July,2007,12,22,phei xero,1
July,2007,12,22,sole xylo,3
July,2007,12,24,sole xylo,14
July,2007,12,26,sole xylo,25
July,2007,12,31,sole xylo,10
July,2007,12,33,sole xylo,10
July,2007,12,35,sole xylo,25
July,2007,12,37,sole xylo,4
July,2007,12,42,sole xylo,25
July,2007,12,44,sole xylo,18
July,2007,12,46,sole xylo,12
July,2007,12,51,sole xylo,25
July,2007,12,53,sole xylo,20
July,2007,12,55,sole xylo,13
July,2007,12,57,sole xylo,1
July,2007,12,62,sole xylo,20
July,2007,12,64,sole xylo,25
July,2007,12,66,sole xylo,15
July,2007,12,71,sole xylo,20
July,2007,12,73,sole xylo,25
July,2007,12,75,sole xylo,12
July,2007,12,77,sole xylo,3
July,2007,13,11,sole xylo,8
July,2007,13,13,novo cock,2
July,2007,13,15,sole xylo,10
July,2007,13,17,sole xylo,30
July,2007,13,22,novo cock,1
July,2007,13,22,sole xylo,3
July,2007,13,24,novo cock,4
July,2007,13,24,sole xylo,1
July,2007,13,26,sole xylo,5
July,2007,13,33,phei xero,1
July,2007,13,33,sole xylo,15
July,2007,13,35,sole xylo,5
July,2007,13,37,sole xylo,10
July,2007,13,42,sole xylo,4
July,2007,13,44,novo cock,1
July,2007,13,44,sole xylo,15
July,2007,13,46,phei xero,10
July,2007,13,46,pogo dese,2
July,2007,13,53,sole xylo,5
July,2007,13,55,sole xylo,10
July,2007,13,57,sole xylo,2
July,2007,13,62,sole xylo,5
July,2007,13,64,sole xylo,4
July,2007,13,66,sole xylo,15
July,2007,13,71,sole xylo,10
July,2007,13,73,novo cock,1
July,2007,13,73,sole xylo,15
July,2007,13,75,sole xylo,10
July,2007,13,77,sole xylo,40
July,2007,14,11,sole xylo,30
July,2007,14,13,sole xylo,10
July,2007,14,15,pogo dese,1
July,2007,14,17,novo cock,2
July,2007,14,22,cono insa,1
July,2007,14,22,sole xylo,15
July,2007,14,24,cono insa,1
July,2007,14,24,novo cock,1
July,2007,14,26,phei xero,20
July,2007,14,31,sole xylo,40
July,2007,14,33,sole xylo,25
July,2007,14,35,novo cock,2
July,2007,14,37,novo cock,1
July,2007,14,37,phei xero,10
July,2007,14,42,novo cock,1
July,2007,14,42,sole xylo,15
July,2007,14,44,sole xylo,30
July,2007,14,46,pogo dese,14
July,2007,14,51,sole xylo,35
July,2007,14,53,novo cock,2
July,2007,14,53,sole xylo,10
July,2007,14,55,pogo dese,25
July,2007,14,62,myrm depi,4
July,2007,14,64,novo cock,7
July,2007,14,64,sole xylo,8
July,2007,14,66,pogo dese,4
July,2007,14,71,novo cock,3
July,2007,14,71,sole xylo,30
July,2007,14,73,novo cock,2
July,2007,14,73,sole xylo,25
July,2007,14,75,irid prui,1
July,2007,14,75,phei xero,1
July,2007,14,77,phei xero,4
July,2007,14,77,pogo dese,2
July,2007,15,11,novo cock,4
July,2007,15,11,phei xero,2
July,2007,15,11,sole xylo,3
July,2007,15,13,novo cock,2
July,2007,15,13,phei xero,1
July,2007,15,15,novo cock,2
July,2007,15,17,phei xero,1
July,2007,15,17,sole xylo,5
July,2007,15,22,irid prui,2
July,2007,15,22,novo cock,1
July,2007,15,22,phei xero,1
July,2007,15,22,sole xylo,2
July,2007,15,24,sole xylo,1
July,2007,15,31,novo cock,3
July,2007,15,35,sole xylo,25
July,2007,15,37,sole xylo,40
July,2007,15,42,novo cock,1
July,2007,15,42,phei sita,5
July,2007,15,42,phei xero,5
July,2007,15,44,sole xylo,5
July,2007,15,46,novo cock,1
July,2007,15,46,sole xylo,10
July,2007,15,51,sole xylo,15
July,2007,15,53,sole xylo,6
July,2007,15,55,phei xero,1
July,2007,15,57,novo cock,1
July,2007,15,57,pogo dese,1
July,2007,15,57,sole xylo,2
July,2007,15,62,phei xero,4
July,2007,15,62,pogo dese,1
July,2007,15,62,sole xylo,4
July,2007,15,64,irid prui,2
July,2007,15,66,novo cock,1
July,2007,15,66,phei sita,2
July,2007,15,66,phei xero,1
July,2007,15,71,cono bico,1
July,2007,15,71,phei xero,5
July,2007,15,73,phei xero,15
July,2007,15,73,pogo dese,1
July,2007,15,75,sole xylo,15
July,2007,15,77,sole xylo,4
July,2007,16,11,novo cock,1
July,2007,16,11,sole xylo,1
July,2007,16,13,phei xero,1
July,2007,16,15,novo cock,1
July,2007,16,17,sole xylo,1
July,2007,16,24,novo cock,1
July,2007,16,24,sole xylo,5
July,2007,16,26,phei xero,1
July,2007,16,26,sole xylo,10
July,2007,16,31,phei xero,10
July,2007,16,33,sole xylo,12
July,2007,16,35,sole xylo,25
July,2007,16,37,novo cock,2
July,2007,16,42,sole xylo,12
July,2007,16,44,sole xylo,20
July,2007,16,46,sole xylo,15
July,2007,16,51,sole xylo,12
July,2007,16,53,novo cock,1
July,2007,16,53,sole xylo,20
July,2007,16,55,sole xylo,12
July,2007,16,57,novo cock,3
July,2007,16,57,phei xero,1
July,2007,16,57,sole xylo,1
July,2007,16,62,sole xylo,8
July,2007,16,64,sole xylo,12
July,2007,16,66,novo cock,1
July,2007,16,66,sole xylo,5
July,2007,16,71,novo cock,1
July,2007,16,71,sole xylo,5
July,2007,16,73,sole xylo,5
July,2007,16,75,novo cock,1
July,2007,16,75,sole xylo,1
July,2007,16,77,novo cock,1
July,2007,16,77,sole xylo,8
July,2007,17,13,phei xero,8
July,2007,17,13,sole xylo,5
July,2007,17,15,sole xylo,8
July,2007,17,17,phei xero,15
July,2007,17,22,novo cock,1
July,2007,17,22,phei xero,2
July,2007,17,22,sole xylo,2
July,2007,17,24,sole xylo,4
July,2007,17,26,sole xylo,5
July,2007,17,31,cono insa,1
July,2007,17,31,phei xero,3
July,2007,17,33,sole xylo,20
July,2007,17,35,sole xylo,2
July,2007,17,37,sole xylo,15
July,2007,17,42,sole xylo,10
July,2007,17,44,sole xylo,5
July,2007,17,46,sole xylo,2
July,2007,17,51,sole xylo,15
July,2007,17,53,sole xylo,6
July,2007,17,55,sole xylo,8
July,2007,17,62,novo cock,1
July,2007,17,62,sole xylo,20
July,2007,17,64,sole xylo,21
July,2007,17,66,novo cock,3
July,2007,17,66,phei sita,1
July,2007,17,71,sole xylo,9
July,2007,17,73,sole xylo,20
July,2007,17,75,sole xylo,1
July,2007,17,77,phei sita,4
July,2007,17,77,sole xylo,3
July,2007,18,11,sole xylo,1
July,2007,18,15,sole xylo,45
July,2007,18,17,sole xylo,35
July,2007,18,22,sole xylo,17
July,2007,18,24,sole xylo,40
July,2007,18,26,sole xylo,25
July,2007,18,31,pogo dese,1
July,2007,18,31,sole xylo,16
July,2007,18,33,sole xylo,20
July,2007,18,35,sole xylo,25
July,2007,18,37,sole xylo,40
July,2007,18,42,sole xylo,16
July,2007,18,44,sole xylo,50
July,2007,18,46,sole xylo,15
July,2007,18,51,sole xylo,20
July,2007,18,53,sole xylo,25
July,2007,18,55,sole xylo,30
July,2007,18,57,sole xylo,6
July,2007,18,62,sole xylo,10
July,2007,18,64,sole xylo,30
July,2007,18,66,sole xylo,35
July,2007,18,71,phei sita,4
July,2007,18,73,sole xylo,10
July,2007,18,75,sole xylo,15
July,2007,18,77,sole xylo,25
July,2007,19,11,sole xylo,20
July,2007,19,13,sole xylo,25
July,2007,19,17,sole xylo,35
July,2007,19,22,sole xylo,25
July,2007,19,24,sole xylo,2
July,2007,19,26,novo cock,1
July,2007,19,26,sole xylo,1
July,2007,19,31,sole xylo,8
July,2007,19,33,sole xylo,25
July,2007,19,35,sole xylo,30
July,2007,19,37,sole xylo,15
July,2007,19,42,sole xylo,10
July,2007,19,44,sole xylo,9
July,2007,19,46,novo cock,1
July,2007,19,46,sole xylo,6
July,2007,19,51,sole xylo,20
July,2007,19,53,sole xylo,15
July,2007,19,55,sole xylo,25
July,2007,19,57,sole xylo,4
July,2007,19,62,sole xylo,10
July,2007,19,64,sole xylo,50
July,2007,19,66,sole xylo,6
July,2007,19,71,sole xylo,20
July,2007,19,73,sole xylo,30
July,2007,19,75,sole xylo,3
July,2007,19,77,sole xylo,15
July,2007,20,11,phei xero,1
July,2007,20,11,sole xylo,20
July,2007,20,15,novo cock,1
July,2007,20,15,sole xylo,6
July,2007,20,17,sole xylo,13
July,2007,20,22,sole xylo,8
July,2007,20,24,novo cock,1
July,2007,20,24,phei xero,1
July,2007,20,24,sole xylo,4
July,2007,20,31,sole xylo,13
July,2007,20,37,sole xylo,1
July,2007,20,42,phei xero,11
July,2007,20,46,phei xero,6
July,2007,20,51,sole xylo,30
July,2007,20,53,sole xylo,4
July,2007,20,55,sole xylo,15
July,2007,20,57,phei xero,5
July,2007,20,62,myrm mimi,1
July,2007,20,62,sole xylo,7
July,2007,20,64,sole xylo,10
July,2007,20,66,sole xylo,30
July,2007,20,71,sole xylo,25
July,2007,20,73,sole xylo,35
July,2007,20,75,sole xylo,10
July,2007,20,77,sole xylo,3
July,2007,21,13,pogo dese,1
July,2007,21,15,novo cock,1
July,2007,21,17,sole xylo,20
July,2007,21,31,phei xero,6
July,2007,21,37,irid prui,1
July,2007,21,37,sole xylo,8
July,2007,21,42,pogo dese,1
July,2007,21,46,phei xero,3
July,2007,21,51,sole xylo,3
July,2007,21,53,sole xylo,2
July,2007,21,55,sole xylo,3
July,2007,21,57,novo cock,1
July,2007,21,57,sole xylo,3
July,2007,21,62,sole xylo,7
July,2007,21,64,pogo dese,1
July,2007,21,73,sole xylo,20
July,2007,21,75,sole xylo,3
July,2007,21,77,pogo dese,1
July,2007,22,11,phei xero,2
July,2007,22,11,sole xylo,1
July,2007,22,13,phei sita,1
July,2007,22,13,sole xylo,1
July,2007,22,15,irid prui,3
July,2007,22,15,sole xylo,7
July,2007,22,17,phei xero,6
July,2007,22,22,sole xylo,15
July,2007,22,24,sole xylo,10
July,2007,22,26,sole xylo,10
July,2007,22,31,sole xylo,1
July,2007,22,33,sole xylo,20
July,2007,22,35,sole xylo,12
July,2007,22,37,sole xylo,10
July,2007,22,42,irid prui,1
July,2007,22,44,sole xylo,20
July,2007,22,46,sole xylo,10
July,2007,22,51,pogo dese,25
July,2007,22,53,sole xylo,20
July,2007,22,55,phei xero,15
July,2007,22,57,sole xylo,15
July,2007,22,62,pogo dese,1
July,2007,22,64,phei xero,1
July,2007,22,66,sole xylo,25
July,2007,22,71,phei sita,1
July,2007,22,71,pogo dese,5
July,2007,22,73,irid prui,1
July,2007,22,75,sole xylo,5
July,2007,22,77,novo cock,2
July,2007,22,77,sole xylo,2
July,2007,23,11,sole xylo,20
July,2007,23,13,sole xylo,20
July,2007,23,15,sole xylo,5
July,2007,23,17,cono insa,1
July,2007,23,22,sole xylo,10
July,2007,23,26,sole xylo,2
July,2007,23,31,sole xylo,2
July,2007,23,33,sole xylo,4
July,2007,23,35,sole xylo,5
July,2007,23,37,sole xylo,25
July,2007,23,42,sole xylo,20
July,2007,23,44,sole xylo,15
July,2007,23,46,sole xylo,15
July,2007,23,51,sole xylo,15
July,2007,23,53,sole xylo,6
July,2007,23,55,sole xylo,2
July,2007,23,57,sole xylo,20
July,2007,23,62,sole xylo,7
July,2007,23,64,sole xylo,25
July,2007,23,66,sole xylo,1
July,2007,23,73,sole xylo,8
July,2007,23,75,sole xylo,10
July,2007,23,77,sole xylo,20
July,2007,24,11,cono insa,1
July,2007,24,13,sole xylo,20
July,2007,24,15,novo cock,1
July,2007,24,15,sole xylo,3
July,2007,24,22,sole xylo,15
July,2007,24,24,sole xylo,45
July,2007,24,31,sole xylo,25
July,2007,24,33,novo cock,1
July,2007,24,33,sole xylo,15
July,2007,24,35,sole xylo,25
July,2007,24,37,sole xylo,15
July,2007,24,42,sole xylo,50
July,2007,24,44,pogo dese,1
July,2007,24,44,sole xylo,25
July,2007,24,46,sole xylo,20
July,2007,24,51,sole xylo,50
July,2007,24,53,sole xylo,25
July,2007,24,55,sole xylo,40
July,2007,24,57,sole xylo,25
July,2007,24,62,sole xylo,30
July,2007,24,64,pogo dese,1
July,2007,24,64,sole xylo,35
July,2007,24,66,sole xylo,30
July,2007,24,71,sole xylo,20
July,2007,24,73,novo cock,1
July,2007,24,73,sole xylo,5
July,2007,24,75,sole xylo,15
July,2007,24,77,sole xylo,35
July,2008,1,11,novo cock,2
July,2008,1,11,phei xero,20
July,2008,1,13,sole xylo,30
July,2008,1,15,sole xylo,25
July,2008,1,17,novo cock,5
July,2008,1,17,phei xero,10
July,2008,1,22,novo cock,5
July,2008,1,22,sole xylo,20
July,2008,1,24,novo cock,2
July,2008,1,24,sole xylo,35
July,2008,1,26,cono insa,10
July,2008,1,26,sole xylo,50
July,2008,1,31,novo cock,10
July,2008,1,31,sole xylo,25
July,2008,1,33,novo cock,5
July,2008,1,33,phei xero,15
July,2008,1,33,pogo dese,1
July,2008,1,35,cono insa,5
July,2008,1,35,sole xylo,5
July,2008,1,37,cono bico,5
July,2008,1,37,novo cock,3
July,2008,1,37,phei xero,20
July,2008,1,42,sole xylo,35
July,2008,1,44,cono bico,3
July,2008,1,44,sole xylo,25
July,2008,1,46,novo cock,10
July,2008,1,46,sole xylo,5
July,2008,1,51,phei xero,10
July,2008,1,51,pogo dese,5
July,2008,1,51,sole sp,10
July,2008,1,53,cono bico,7
July,2008,1,53,novo cock,3
July,2008,1,53,phei xero,15
July,2008,1,55,novo cock,20
July,2008,1,55,phei sita,5
July,2008,1,57,novo cock,1
July,2008,1,57,pogo dese,1
July,2008,1,57,sole xylo,20
July,2008,1,62,novo cock,2
July,2008,1,62,sole xylo,20
July,2008,1,64,novo cock,1
July,2008,1,64,sole xylo,35
July,2008,1,66,cono bico,10
July,2008,1,66,sole xylo,50
July,2008,1,71,cono bico,3
July,2008,1,71,novo cock,2
July,2008,1,71,sole xylo,15
July,2008,1,73,sole xylo,10
July,2008,1,75,novo cock,10
July,2008,1,77,cono bico,1
July,2008,1,77,sole xylo,30
July,2008,2,11,cono insa,2
July,2008,2,11,novo cock,10
July,2008,2,11,sole xylo,20
July,2008,2,13,novo cock,2
July,2008,2,13,sole xylo,15
July,2008,2,15,novo cock,5
July,2008,2,15,pogo dese,15
July,2008,2,15,sole xylo,15
July,2008,2,17,pogo dese,1
July,2008,2,17,sole xylo,20
July,2008,2,22,novo cock,5
July,2008,2,22,phei xero,5
July,2008,2,22,sole xylo,15
July,2008,2,24,sole xylo,10
July,2008,2,26,novo cock,3
July,2008,2,26,pogo dese,5
July,2008,2,26,sole xylo,20
July,2008,2,31,novo cock,5
July,2008,2,31,phei xero,5
July,2008,2,31,pogo dese,5
July,2008,2,31,sole sp,5
July,2008,2,31,sole xylo,10
July,2008,2,33,novo cock,2
July,2008,2,33,sole sp,5
July,2008,2,33,sole xylo,5
July,2008,2,35,novo cock,5
July,2008,2,37,phei xero,5
July,2008,2,37,sole xylo,10
July,2008,2,42,phei xero,10
July,2008,2,42,sole xylo,15
July,2008,2,44,cono bico,5
July,2008,2,44,novo cock,5
July,2008,2,46,phei sita,5
July,2008,2,46,sole xylo,15
July,2008,2,51,novo cock,3
July,2008,2,51,phei xero,20
July,2008,2,53,novo cock,10
July,2008,2,53,sole xylo,15
July,2008,2,55,novo cock,2
July,2008,2,55,sole xylo,10
July,2008,2,57,cono bico,3
July,2008,2,57,phei xero,15
July,2008,2,62,novo cock,5
July,2008,2,62,phei xero,15
July,2008,2,64,sole xylo,35
July,2008,2,66,novo cock,1
July,2008,2,66,sole xylo,20
July,2008,2,71,phei xero,5
July,2008,2,73,phei xero,10
July,2008,2,73,pogo dese,1
July,2008,2,75,novo cock,5
July,2008,2,75,pogo dese,5
July,2008,2,75,sole xylo,50
July,2008,2,77,novo cock,1
July,2008,2,77,pogo dese,1
July,2008,2,77,sole xylo,35
July,2008,3,11,cono bico,3
July,2008,3,11,phei xero,5
July,2008,3,13,pogo dese,1
July,2008,3,13,sole xylo,45
July,2008,3,15,novo cock,1
July,2008,3,17,sole xylo,25
July,2008,3,22,novo cock,1
July,2008,3,24,novo cock,1
July,2008,3,24,pogo dese,1
July,2008,3,24,sole xylo,15
July,2008,3,26,pogo dese,1
July,2008,3,26,sole xylo,50
July,2008,3,31,sole xylo,4
July,2008,3,33,novo cock,1
July,2008,3,33,pogo dese,1
July,2008,3,33,sole xylo,30
July,2008,3,35,myrm mimi,1
July,2008,3,35,sole xylo,50
July,2008,3,37,myrm mimi,4
July,2008,3,37,sole xylo,2
July,2008,3,42,sole xylo,50
July,2008,3,44,sole xylo,60
July,2008,3,46,sole xylo,13
July,2008,3,51,sole xylo,35
July,2008,3,53,sole xylo,30
July,2008,3,55,sole xylo,40
July,2008,3,57,novo cock,1
July,2008,3,57,pogo dese,1
July,2008,3,57,sole xylo,40
July,2008,3,62,phei xero,4
July,2008,3,62,sole xylo,40
July,2008,3,66,sole xylo,12
July,2008,3,71,sole xylo,35
July,2008,3,73,sole xylo,6
July,2008,3,75,sole xylo,15
July,2008,3,77,sole xylo,25
July,2008,4,11,sole xylo,20
July,2008,4,13,sole xylo,25
July,2008,4,15,sole xylo,45
July,2008,4,17,myrm mimi,3
July,2008,4,17,phei xero,2
July,2008,4,17,sole xylo,3
July,2008,4,22,novo cock,1
July,2008,4,22,sole xylo,35
July,2008,4,24,novo cock,2
July,2008,4,24,sole xylo,25
July,2008,4,26,sole xylo,40
July,2008,4,31,novo cock,1
July,2008,4,31,phei xero,1
July,2008,4,31,sole xylo,4
July,2008,4,33,sole xylo,50
July,2008,4,35,novo cock,4
July,2008,4,35,sole xylo,9
July,2008,4,37,sole xylo,50
July,2008,4,42,novo cock,1
July,2008,4,42,pogo dese,2
July,2008,4,42,sole xylo,20
July,2008,4,44,novo cock,1
July,2008,4,44,sole xylo,35
July,2008,4,46,sole xylo,35
July,2008,4,51,sole xylo,60
July,2008,4,53,sole xylo,35
July,2008,4,55,novo cock,1
July,2008,4,55,phei xero,5
July,2008,4,57,novo cock,1
July,2008,4,57,phei xero,25
July,2008,4,57,pogo dese,1
July,2008,4,62,sole xylo,35
July,2008,4,64,sole xylo,45
July,2008,4,66,novo cock,1
July,2008,4,66,sole xylo,35
July,2008,4,71,sole xylo,30
July,2008,4,73,sole xylo,35
July,2008,4,75,novo cock,2
July,2008,4,75,pogo dese,3
July,2008,4,75,sole xylo,15
July,2008,4,77,sole xylo,25
July,2008,5,11,novo cock,2
July,2008,5,11,phei xero,10
July,2008,5,13,sole xylo,20
July,2008,5,15,sole xylo,40
July,2008,5,17,sole xylo,30
July,2008,5,22,sole xylo,30
