day,month,year,period,plot,sampled,effort,qcflag
13,10,2007,353,21,1,49,1
13,10,2007,353,22,1,49,1
13,10,2007,353,23,1,49,1
13,10,2007,353,24,1,47,1
10,11,2007,354,1,1,49,1
10,11,2007,354,2,1,49,1
11,11,2007,354,3,1,49,1
11,11,2007,354,4,1,49,1
11,11,2007,354,5,1,49,1
11,11,2007,354,6,1,49,1
11,11,2007,354,7,1,49,1
11,11,2007,354,8,1,49,1
11,11,2007,354,9,1,49,1
11,11,2007,354,10,1,49,1
11,11,2007,354,11,1,49,1
10,11,2007,354,12,1,49,1
11,11,2007,354,13,1,49,1
11,11,2007,354,14,1,49,1
11,11,2007,354,15,1,49,1
10,11,2007,354,16,1,49,1
10,11,2007,354,17,1,49,1
10,11,2007,354,18,1,49,1
10,11,2007,354,19,1,49,1
10,11,2007,354,20,1,49,1
10,11,2007,354,21,1,49,1
10,11,2007,354,22,1,49,1
10,11,2007,354,23,1,49,1
10,11,2007,354,24,1,47,1
15,12,2007,355,1,1,49,1
15,12,2007,355,2,1,49,1
16,12,2007,355,3,1,49,1
16,12,2007,355,4,1,49,1
16,12,2007,355,5,1,49,1
16,12,2007,355,6,1,49,1
16,12,2007,355,7,1,49,1
16,12,2007,355,8,1,49,1
16,12,2007,355,9,1,49,1
16,12,2007,355,10,1,49,1
16,12,2007,355,11,1,49,1
15,12,2007,355,12,1,49,1
16,12,2007,355,13,1,49,1
16,12,2007,355,14,1,49,1
16,12,2007,355,15,1,49,1
15,12,2007,355,16,1,49,1
15,12,2007,355,17,1,49,1
15,12,2007,355,18,1,49,1
15,12,2007,355,19,1,49,1
15,12,2007,355,20,1,49,1
15,12,2007,355,21,1,49,1
15,12,2007,355,22,1,49,1
15,12,2007,355,23,1,49,1
15,12,2007,355,24,1,47,1
12,1,2008,356,1,1,49,1
12,1,2008,356,2,1,49,1
13,1,2008,356,3,1,49,1
13,1,2008,356,4,1,49,1
13,1,2008,356,5,1,49,1
13,1,2008,356,6,1,49,1
13,1,2008,356,7,1,49,1
13,1,2008,356,8,1,49,1
13,1,2008,356,9,1,49,1
13,1,2008,356,10,1,49,1
13,1,2008,356,11,1,49,1
12,1,2008,356,12,1,49,1
13,1,2008,356,13,1,49,1
13,1,2008,356,14,1,49,1
13,1,2008,356,15,1,49,1
12,1,2008,356,16,1,49,1
12,1,2008,356,17,1,49,1
12,1,2008,356,18,1,49,1
12,1,2008,356,19,1,49,1
12,1,2008,356,20,1,49,1
12,1,2008,356,21,1,49,1
12,1,2008,356,22,1,49,1
12,1,2008,356,23,1,49,1
12,1,2008,356,24,1,47,1
9,2,2008,357,1,1,49,1
9,2,2008,357,2,1,49,1
10,2,2008,357,3,1,49,1
10,2,2008,357,4,1,49,1
10,2,2008,357,5,1,49,1
10,2,2008,357,6,1,49,1
10,2,2008,357,7,1,49,1
10,2,2008,357,8,1,49,1
10,2,2008,357,9,1,49,1
10,2,2008,357,10,1,49,1
10,2,2008,357,11,1,49,1
9,2,2008,357,12,1,49,1
10,2,2008,357,13,1,49,1
10,2,2008,357,14,1,49,1
10,2,2008,357,15,1,49,1
9,2,2008,357,16,1,49,1
9,2,2008,357,17,1,49,1
9,2,2008,357,18,1,49,1
9,2,2008,357,19,1,49,1
9,2,2008,357,20,1,49,1
9,2,2008,357,21,1,49,1
9,2,2008,357,22,1,49,1
9,2,2008,357,23,1,49,1
9,2,2008,357,24,1,47,1
9,3,2008,358,1,1,49,1
9,3,2008,358,2,1,49,1
10,3,2008,358,3,1,49,1
10,3,2008,358,4,1,49,1
10,3,2008,358,5,1,49,1
10,3,2008,358,6,1,49,1
10,3,2008,358,7,1,49,1
10,3,2008,358,8,1,49,1
10,3,2008,358,9,1,49,1
10,3,2008,358,10,1,49,1
10,3,2008,358,11,1,49,1
9,3,2008,358,12,1,49,1
10,3,2008,358,13,1,49,1
10,3,2008,358,14,1,49,1
10,3,2008,358,15,1,49,1
9,3,2008,358,16,1,49,1
9,3,2008,358,17,1,49,1
9,3,2008,358,18,1,49,1
9,3,2008,358,19,1,49,1
9,3,2008,358,20,1,49,1
9,3,2008,358,21,1,49,1
9,3,2008,358,22,1,49,1
9,3,2008,358,23,1,49,1
9,3,2008,358,24,1,47,1
6,4,2008,359,1,1,49,1
6,4,2008,359,2,1,49,1
7,4,2008,359,3,1,49,1
7,4,2008,359,4,1,49,1
7,4,2008,359,5,1,49,1
7,4,2008,359,6,1,49,1
7,4,2008,359,7,1,49,1
7,4,2008,359,8,1,49,1
7,4,2008,359,9,1,49,1
7,4,2008,359,10,1,49,1
7,4,2008,359,11,1,49,1
6,4,2008,359,12,1,49,1
7,4,2008,359,13,1,49,1
7,4,2008,359,14,1,49,1
7,4,2008,359,15,1,49,1
6,4,2008,359,16,1,49,1
6,4,2008,359,17,1,49,1
6,4,2008,359,18,1,49,1
6,4,2008,359,19,1,49,1
6,4,2008,359,20,1,49,1
6,4,2008,359,21,1,49,1
6,4,2008,359,22,1,49,1
6,4,2008,359,23,1,49,1
6,4,2008,359,24,1,47,1
3,5,2008,360,1,1,49,1
3,5,2008,360,2,1,49,1
4,5,2008,360,3,1,49,1
4,5,2008,360,4,1,49,1
4,5,2008,360,5,1,49,1
4,5,2008,360,6,1,49,1
4,5,2008,360,7,1,49,1
4,5,2008,360,8,1,49,1
4,5,2008,360,9,1,49,1
4,5,2008,360,10,1,49,1
4,5,2008,360,11,1,49,1
3,5,2008,360,12,1,49,1
4,5,2008,360,13,1,49,1
4,5,2008,360,14,1,49,1
4,5,2008,360,15,1,49,1
3,5,2008,360,16,1,49,1
3,5,2008,360,17,1,49,1
3,5,2008,360,18,1,49,1
3,5,2008,360,19,1,49,1
3,5,2008,360,20,1,49,1
3,5,2008,360,21,1,49,1
3,5,2008,360,22,1,49,1
3,5,2008,360,23,1,49,1
3,5,2008,360,24,1,47,1
7,6,2008,361,1,1,49,1
7,6,2008,361,2,1,49,1
8,6,2008,361,3,1,49,1
8,6,2008,361,4,1,49,1
8,6,2008,361,5,1,49,1
8,6,2008,361,6,1,49,1
8,6,2008,361,7,1,49,1
8,6,2008,361,8,1,49,1
8,6,2008,361,9,1,49,1
8,6,2008,361,10,1,49,1
8,6,2008,361,11,1,49,1
7,6,2008,361,12,1,49,1
8,6,2008,361,13,1,49,1
8,6,2008,361,14,1,49,1
8,6,2008,361,15,1,49,1
7,6,2008,361,16,1,49,1
7,6,2008,361,17,1,49,1
7,6,2008,361,18,1,49,1
7,6,2008,361,19,1,49,1
7,6,2008,361,20,1,49,1
7,6,2008,361,21,1,49,1
7,6,2008,361,22,1,49,1
7,6,2008,361,23,1,49,1
7,6,2008,361,24,1,47,1
28,6,2008,362,1,1,49,1
28,6,2008,362,2,1,49,1
29,6,2008,362,3,1,49,1
29,6,2008,362,4,1,49,1
29,6,2008,362,5,1,49,1
29,6,2008,362,6,1,49,1
29,6,2008,362,7,1,49,1
29,6,2008,362,8,1,49,1
29,6,2008,362,9,1,49,1
29,6,2008,362,10,1,49,1
29,6,2008,362,11,1,49,1
28,6,2008,362,12,1,49,1
29,6,2008,362,13,1,49,1
29,6,2008,362,14,1,49,1
29,6,2008,362,15,1,49,1
28,6,2008,362,16,1,49,1
28,6,2008,362,17,1,49,1
28,6,2008,362,18,1,49,1
28,6,2008,362,19,1,49,1
28,6,2008,362,20,1,49,1
28,6,2008,362,21,1,49,1
28,6,2008,362,22,1,49,1
28,6,2008,362,23,1,49,1
28,6,2008,362,24,1,47,1
26,7,2008,363,1,1,49,1
26,7,2008,363,2,1,49,1
27,7,2008,363,3,1,49,1
27,7,2008,363,4,1,49,1
27,7,2008,363,5,1,49,1
27,7,2008,363,6,1,49,1
27,7,2008,363,7,1,49,1
27,7,2008,363,8,1,49,1
27,7,2008,363,9,1,49,1
27,7,2008,363,10,1,49,1
27,7,2008,363,11,1,49,1
26,7,2008,363,12,1,49,1
27,7,2008,363,13,1,49,1
27,7,2008,363,14,1,49,1
27,7,2008,363,15,1,49,1
26,7,2008,363,16,1,49,1
26,7,2008,363,17,1,49,1
26,7,2008,363,18,1,49,1
26,7,2008,363,19,1,49,1
26,7,2008,363,20,1,49,1
26,7,2008,363,21,1,49,1
26,7,2008,363,22,1,49,1
26,7,2008,363,23,1,49,1
26,7,2008,363,24,1,47,1
30,8,2008,364,1,1,49,1
30,8,2008,364,2,1,49,1
31,8,2008,364,3,1,49,1
31,8,2008,364,4,1,49,1
31,8,2008,364,5,1,49,1
31,8,2008,364,6,1,49,1
31,8,2008,364,7,1,49,1
31,8,2008,364,8,1,49,1
31,8,2008,364,9,1,49,1
31,8,2008,364,10,1,49,1
31,8,2008,364,11,1,49,1
30,8,2008,364,12,1,49,1
31,8,2008,364,13,1,49,1
31,8,2008,364,14,1,49,1
31,8,2008,364,15,1,49,1
30,8,2008,364,16,1,49,1
30,8,2008,364,17,1,49,1
30,8,2008,364,18,1,49,1
30,8,2008,364,19,1,49,1
30,8,2008,364,20,1,49,1
30,8,2008,364,21,1,49,1
30,8,2008,364,22,1,49,1
30,8,2008,364,23,1,49,1
30,8,2008,364,24,1,47,1
27,9,2008,365,1,1,49,1
27,9,2008,365,2,1,49,1
28,9,2008,365,3,1,49,1
28,9,2008,365,4,1,49,1
28,9,2008,365,5,1,49,1
28,9,2008,365,6,1,49,1
28,9,2008,365,7,1,49,1
28,9,2008,365,8,1,49,1
28,9,2008,365,9,1,49,1
28,9,2008,365,10,1,49,1
28,9,2008,365,11,1,49,1
27,9,2008,365,12,1,49,1
28,9,2008,365,13,1,49,1
28,9,2008,365,14,1,49,1
28,9,2008,365,15,1,49,1
27,9,2008,365,16,1,49,1
27,9,2008,365,17,1,49,1
27,9,2008,365,18,1,49,1
27,9,2008,365,19,1,49,1
27,9,2008,365,20,1,49,1
27,9,2008,365,21,1,49,1
27,9,2008,365,22,1,49,1
27,9,2008,365,23,1,49,1
27,9,2008,365,24,1,47,1
26,10,2008,366,1,1,49,1
26,10,2008,366,2,1,49,1
27,10,2008,366,3,1,49,1
27,10,2008,366,4,1,49,1
27,10,2008,366,5,1,49,1
27,10,2008,366,6,1,49,1
27,10,2008,366,7,1,49,1
27,10,2008,366,8,1,49,1
27,10,2008,366,9,1,49,1
27,10,2008,366,10,1,49,1
27,10,2008,366,11,1,49,1
26,10,2008,366,12,1,49,1
27,10,2008,366,13,1,49,1
27,10,2008,366,14,1,49,1
27,10,2008,366,15,1,49,1
26,10,2008,366,16,1,49,1
26,10,2008,366,17,1,49,1
26,10,2008,366,18,1,49,1
26,10,2008,366,19,1,49,1
26,10,2008,366,20,1,49,1
26,10,2008,366,21,1,49,1
26,10,2008,366,22,1,49,1
26,10,2008,366,23,1,49,1
26,10,2008,366,24,1,47,1
22,11,2008,367,1,1,49,1
22,11,2008,367,2,1,49,1
23,11,2008,367,3,1,49,1
23,11,2008,367,4,1,49,1
23,11,2008,367,5,1,49,1
22,11,2008,367,6,1,49,1
23,11,2008,367,7,1,49,1
23,11,2008,367,8,1,49,1
23,11,2008,367,9,1,49,1
23,11,2008,367,10,1,49,1
23,11,2008,367,11,1,49,1
22,11,2008,367,12,1,49,1
23,11,2008,367,13,1,49,1
23,11,2008,367,14,1,49,1
23,11,2008,367,15,1,49,1
22,11,2008,367,16,1,49,1
22,11,2008,367,17,1,49,1
22,11,2008,367,18,1,49,1
22,11,2008,367,19,1,49,1
22,11,2008,367,20,1,49,1
22,11,2008,367,21,1,49,1
22,11,2008,367,22,1,49,1
22,11,2008,367,23,1,49,1
22,11,2008,367,24,1,47,1
20,12,2008,368,1,1,49,1
20,12,2008,368,2,1,49,1
21,12,2008,368,3,1,49,1
21,12,2008,368,4,1,49,1
21,12,2008,368,5,1,49,1
21,12,2008,368,6,1,49,1
21,12,2008,368,7,1,49,1
21,12,2008,368,8,1,49,1
21,12,2008,368,9,1,49,1
21,12,2008,368,10,1,49,1
21,12,2008,368,11,1,49,1
20,12,2008,368,12,1,49,1
21,12,2008,368,13,1,49,1
21,12,2008,368,14,1,49,1
21,12,2008,368,15,1,49,1
20,12,2008,368,16,1,49,1
20,12,2008,368,17,1,49,1
20,12,2008,368,18,1,49,1
20,12,2008,368,19,1,49,1
20,12,2008,368,20,1,49,1
20,12,2008,368,21,1,49,1
20,12,2008,368,22,1,49,1
20,12,2008,368,23,1,49,1
20,12,2008,368,24,1,47,1
24,1,2009,369,1,1,49,1
24,1,2009,369,2,1,49,1
25,1,2009,369,3,1,49,1
25,1,2009,369,4,1,49,1
25,1,2009,369,5,1,49,1
25,1,2009,369,6,1,49,1
25,1,2009,369,7,1,49,1
25,1,2009,369,8,1,49,1
25,1,2009,369,9,1,49,1
25,1,2009,369,10,1,49,1
25,1,2009,369,11,1,49,1
24,1,2009,369,12,1,49,1
25,1,2009,369,13,1,49,1
25,1,2009,369,14,1,49,1
25,1,2009,369,15,1,49,1
24,1,2009,369,16,1,49,1
24,1,2009,369,17,1,49,1
24,1,2009,369,18,1,49,1
24,1,2009,369,19,1,49,1
24,1,2009,369,20,1,49,1
24,1,2009,369,21,1,49,1
24,1,2009,369,22,1,49,1
24,1,2009,369,23,1,49,1
24,1,2009,369,24,1,47,1
21,2,2009,370,1,1,49,1
21,2,2009,370,2,1,49,1
22,2,2009,370,3,1,49,1
22,2,2009,370,4,1,49,1
22,2,2009,370,5,1,49,1
22,2,2009,370,6,1,49,1
22,2,2009,370,7,1,49,1
22,2,2009,370,8,1,49,1
22,2,2009,370,9,1,49,1
22,2,2009,370,10,1,49,1
22,2,2009,370,11,1,49,1
21,2,2009,370,12,1,49,1
22,2,2009,370,13,1,49,1
22,2,2009,370,14,1,49,1
22,2,2009,370,15,1,49,1
21,2,2009,370,16,1,49,1
21,2,2009,370,17,1,49,1
21,2,2009,370,18,1,49,1
21,2,2009,370,19,1,49,1
21,2,2009,370,20,1,49,1
21,2,2009,370,21,1,49,1
21,2,2009,370,22,1,49,1
21,2,2009,370,23,1,49,1
21,2,2009,370,24,1,47,1
21,3,2009,371,1,1,49,1
21,3,2009,371,2,1,49,1
22,3,2009,371,3,1,49,1
22,3,2009,371,4,1,49,1
22,3,2009,371,5,1,47,1
22,3,2009,371,6,1,49,1
22,3,2009,371,7,1,49,1
22,3,2009,371,8,1,49,1
22,3,2009,371,9,1,49,1
22,3,2009,371,10,1,49,1
22,3,2009,371,11,1,49,1
21,3,2009,371,12,1,49,1
22,3,2009,371,13,1,49,1
22,3,2009,371,14,1,49,1
22,3,2009,371,15,1,49,1
21,3,2009,371,16,1,49,1
21,3,2009,371,17,1,49,1
21,3,2009,371,18,1,49,1
21,3,2009,371,19,1,49,1
21,3,2009,371,20,1,49,1
21,3,2009,371,21,1,49,1
21,3,2009,371,22,1,49,1
21,3,2009,371,23,1,49,1
21,3,2009,371,24,1,45,1
26,4,2009,372,1,1,49,1
26,4,2009,372,2,1,49,1
27,4,2009,372,3,1,49,1
27,4,2009,372,4,1,49,1
27,4,2009,372,5,1,49,1
27,4,2009,372,6,1,49,1
27,4,2009,372,7,1,49,1
27,4,2009,372,8,1,49,1
27,4,2009,372,9,1,49,1
27,4,2009,372,10,1,49,1
27,4,2009,372,11,1,49,1
26,4,2009,372,12,1,49,1
27,4,2009,372,13,1,49,1
27,4,2009,372,14,1,49,1
27,4,2009,372,15,1,49,1
26,4,2009,372,16,1,49,1
26,4,2009,372,17,1,49,1
26,4,2009,372,18,1,49,1
26,4,2009,372,19,1,49,1
26,4,2009,372,20,1,49,1
26,4,2009,372,21,1,49,1
26,4,2009,372,22,1,49,1
26,4,2009,372,23,1,49,1
26,4,2009,372,24,1,47,1
23,5,2009,373,1,1,49,1
23,5,2009,373,2,1,49,1
24,5,2009,373,3,1,49,1
24,5,2009,373,4,1,49,1
24,5,2009,373,5,1,49,1
24,5,2009,373,6,1,49,1
24,5,2009,373,7,1,49,1
24,5,2009,373,8,1,49,1
24,5,2009,373,9,1,49,1
24,5,2009,373,10,1,49,1
24,5,2009,373,11,1,49,1
23,5,2009,373,12,1,49,1
24,5,2009,373,13,1,49,1
24,5,2009,373,14,1,49,1
24,5,2009,373,15,1,49,1
23,5,2009,373,16,1,49,1
23,5,2009,373,17,1,49,1
23,5,2009,373,18,1,49,1
23,5,2009,373,19,1,49,1
23,5,2009,373,20,1,49,1
23,5,2009,373,21,1,49,1
23,5,2009,373,22,1,49,1
23,5,2009,373,23,1,49,1
23,5,2009,373,24,1,47,1
20,6,2009,374,1,1,49,1
20,6,2009,374,2,1,49,1
21,6,2009,374,3,1,49,1
21,6,2009,374,4,1,49,1
21,6,2009,374,5,1,49,1
21,6,2009,374,6,1,49,1
21,6,2009,374,7,1,49,1
21,6,2009,374,8,1,49,1
21,6,2009,374,9,1,49,1
21,6,2009,374,10,1,49,1
21,6,2009,374,11,1,49,1
20,6,2009,374,12,1,49,1
21,6,2009,374,13,1,49,1
21,6,2009,374,14,1,49,1
21,6,2009,374,15,1,49,1
20,6,2009,374,16,1,49,1
20,6,2009,374,17,1,49,1
20,6,2009,374,18,1,49,1
20,6,2009,374,19,1,49,1
20,6,2009,374,20,1,49,1
20,6,2009,374,21,1,49,1
20,6,2009,374,22,1,49,1
20,6,2009,374,23,1,49,1
20,6,2009,374,24,1,47,1
29,7,2009,375,1,1,49,1
29,7,2009,375,2,1,49,1
30,7,2009,375,3,1,49,1
30,7,2009,375,4,1,49,1
30,7,2009,375,5,1,49,1
30,7,2009,375,6,1,49,1
30,7,2009,375,7,1,49,1
30,7,2009,375,8,1,49,1
30,7,2009,375,9,1,49,1
30,7,2009,375,10,1,49,1
30,7,2009,375,11,1,49,1
29,7,2009,375,12,1,49,1
30,7,2009,375,13,1,49,1
30,7,2009,375,14,1,49,1
30,7,2009,375,15,1,49,1
29,7,2009,375,16,1,49,1
29,7,2009,375,17,1,49,1
29,7,2009,375,18,1,49,1
29,7,2009,375,19,1,49,1
29,7,2009,375,20,1,49,1
29,7,2009,375,21,1,49,1
29,7,2009,375,22,1,49,1
29,7,2009,375,23,1,49,1
29,7,2009,375,24,1,47,1
22,8,2009,376,1,1,49,1
22,8,2009,376,2,1,49,1
23,8,2009,376,3,1,49,1
23,8,2009,376,4,1,49,1
23,8,2009,376,5,1,49,1
23,8,2009,376,6,1,49,1
23,8,2009,376,7,1,49,1
23,8,2009,376,8,1,49,1
23,8,2009,376,9,1,49,1
23,8,2009,376,10,1,49,1
23,8,2009,376,11,1,49,1
22,8,2009,376,12,1,49,1
23,8,2009,376,13,1,49,1
23,8,2009,376,14,1,49,1
23,8,2009,376,15,1,49,1
22,8,2009,376,16,1,49,1
22,8,2009,376,17,1,49,1
22,8,2009,376,18,1,49,1
22,8,2009,376,19,1,49,1
22,8,2009,376,20,1,49,1
22,8,2009,376,21,1,49,1
22,8,2009,376,22,1,49,1
22,8,2009,376,23,1,49,1
22,8,2009,376,24,1,47,1
19,9,2009,377,1,1,49,1
19,9,2009,377,2,1,49,1
20,9,2009,377,3,1,49,1
20,9,2009,377,4,1,49,1
20,9,2009,377,5,1,49,1
20,9,2009,377,6,1,49,1
20,9,2009,377,7,1,49,1
20,9,2009,377,8,1,49,1
20,9,2009,377,9,1,49,1
20,9,2009,377,10,1,49,1
20,9,2009,377,11,1,49,1
19,9,2009,377,12,1,49,1
20,9,2009,377,13,1,49,1
20,9,2009,377,14,1,49,1
20,9,2009,377,15,1,49,1
19,9,2009,377,16,1,49,1
19,9,2009,377,17,1,49,1
19,9,2009,377,18,1,49,1
19,9,2009,377,19,1,49,1
19,9,2009,377,20,1,49,1
19,9,2009,377,21,1,49,1
19,9,2009,377,22,1,49,1
19,9,2009,377,23,1,49,1
19,9,2009,377,24,1,47,1
18,10,2009,378,1,1,49,1
18,10,2009,378,2,1,49,1
17,10,2009,378,3,1,49,1
17,10,2009,378,4,1,49,1
17,10,2009,378,5,1,49,1
17,10,2009,378,6,1,49,1
17,10,2009,378,7,1,49,1
17,10,2009,378,8,1,49,1
17,10,2009,378,9,1,49,1
17,10,2009,378,10,1,49,1
17,10,2009,378,11,1,49,1
18,10,2009,378,12,1,49,1
17,10,2009,378,13,1,49,1
17,10,2009,378,14,1,49,1
17,10,2009,378,15,1,49,1
18,10,2009,378,16,1,49,1
18,10,2009,378,17,1,49,1
18,10,2009,378,18,1,49,1
18,10,2009,378,19,1,49,1
18,10,2009,378,20,1,49,1
18,10,2009,378,21,1,49,1
18,10,2009,378,22,1,49,1
18,10,2009,378,23,1,49,1
18,10,2009,378,24,1,47,1
14,11,2009,379,1,1,49,1
14,11,2009,379,2,1,49,1
15,11,2009,379,3,1,49,1
15,11,2009,379,4,1,49,1
15,11,2009,379,5,1,49,1
15,11,2009,379,6,1,49,1
15,11,2009,379,7,1,49,1
15,11,2009,379,8,1,49,1
15,11,2009,379,9,1,49,1
15,11,2009,379,10,1,49,1
15,11,2009,379,11,1,49,1
14,11,2009,379,12,1,49,1
15,11,2009,379,13,1,49,1
15,11,2009,379,14,1,49,1
15,11,2009,379,15,1,49,1
14,11,2009,379,16,1,49,1
14,11,2009,379,17,1,49,1
14,11,2009,379,18,1,49,1
14,11,2009,379,19,1,49,1
14,11,2009,379,20,1,49,1
14,11,2009,379,21,1,49,1
14,11,2009,379,22,1,49,1
14,11,2009,379,23,1,49,1
14,11,2009,379,24,1,47,1
12,12,2009,380,1,1,49,1
12,12,2009,380,2,1,49,1
13,12,2009,380,3,1,49,1
13,12,2009,380,4,1,49,1
13,12,2009,380,5,1,49,1
13,12,2009,380,6,1,49,1
13,12,2009,380,7,1,49,1
13,12,2009,380,8,1,49,1
13,12,2009,380,9,1,49,1
13,12,2009,380,10,1,49,1
13,12,2009,380,11,1,49,1
12,12,2009,380,12,1,49,1
13,12,2009,380,13,1,49,1
13,12,2009,380,14,1,49,1
13,12,2009,380,15,1,49,1
12,12,2009,380,16,1,49,1
12,12,2009,380,17,1,49,1
12,12,2009,380,18,1,49,1
12,12,2009,380,19,1,49,1
12,12,2009,380,20,1,49,1
12,12,2009,380,21,1,49,1
12,12,2009,380,22,1,49,1
12,12,2009,380,23,1,49,1
12,12,2009,380,24,1,47,1
16,1,2010,381,1,1,49,1
16,1,2010,381,2,1,49,1
17,1,2010,381,3,1,49,1
17,1,2010,381,4,1,49,1
17,1,2010,381,5,1,49,1
17,1,2010,381,6,1,49,1
17,1,2010,381,7,1,49,1
17,1,2010,381,8,1,49,1
17,1,2010,381,9,1,49,1
17,1,2010,381,10,1,49,1
17,1,2010,381,11,1,49,1
16,1,2010,381,12,1,49,1
17,1,2010,381,13,1,49,1
17,1,2010,381,14,1,49,1
17,1,2010,381,15,1,49,1
16,1,2010,381,16,1,49,1
16,1,2010,381,17,1,49,1
16,1,2010,381,18,1,49,1
16,1,2010,381,19,1,49,1
16,1,2010,381,20,1,49,1
16,1,2010,381,21,1,49,1
16,1,2010,381,22,1,49,1
16,1,2010,381,23,1,49,1
16,1,2010,381,24,1,47,1
13,2,2010,382,1,1,49,1
13,2,2010,382,2,1,49,1
14,2,2010,382,3,1,49,1
14,2,2010,382,4,1,49,1
14,2,2010,382,5,1,49,1
14,2,2010,382,6,1,49,1
14,2,2010,382,7,1,49,1
14,2,2010,382,8,1,49,1
14,2,2010,382,9,1,49,1
14,2,2010,382,10,1,49,1
14,2,2010,382,11,1,49,1
13,2,2010,382,12,1,49,1
14,2,2010,382,13,1,49,1
14,2,2010,382,14,1,49,1
14,2,2010,382,15,1,49,1
13,2,2010,382,16,1,49,1
13,2,2010,382,17,1,49,1
13,2,2010,382,18,1,49,1
13,2,2010,382,19,1,49,1
13,2,2010,382,20,1,49,1
13,2,2010,382,21,1,49,1
13,2,2010,382,22,1,49,1
13,2,2010,382,23,1,49,1
13,2,2010,382,24,1,47,1
13,3,2010,383,1,1,49,1
13,3,2010,383,2,1,49,1
14,3,2010,383,3,1,49,1
14,3,2010,383,4,1,49,1
14,3,2010,383,5,1,49,1
14,3,2010,383,6,1,49,1
14,3,2010,383,7,1,49,1
14,3,2010,383,8,1,49,1
14,3,2010,383,9,1,49,1
14,3,2010,383,10,1,49,1
14,3,2010,383,11,1,49,1
13,3,2010,383,12,1,49,1
14,3,2010,383,13,1,49,1
14,3,2010,383,14,1,49,1
14,3,2010,383,15,1,49,1
13,3,2010,383,16,1,49,1
13,3,2010,383,17,1,49,1
13,3,2010,383,18,1,49,1
13,3,2010,383,19,1,49,1
13,3,2010,383,20,1,49,1
13,3,2010,383,21,1,49,1
13,3,2010,383,22,1,49,1
13,3,2010,383,23,1,49,1
13,3,2010,383,24,1,47,1
17,4,2010,384,1,1,49,1
17,4,2010,384,2,1,49,1
18,4,2010,384,3,1,49,1
18,4,2010,384,4,1,49,1
18,4,2010,384,5,1,49,1
18,4,2010,384,6,1,49,1
18,4,2010,384,7,1,49,1
18,4,2010,384,8,1,49,1
18,4,2010,384,9,1,49,1
18,4,2010,384,10,1,49,1
18,4,2010,384,11,1,49,1
17,4,2010,384,12,1,49,1
18,4,2010,384,13,1,49,1
18,4,2010,384,14,1,49,1
18,4,2010,384,15,1,49,1
17,4,2010,384,16,1,49,1
17,4,2010,384,17,1,49,1
17,4,2010,384,18,1,49,1
17,4,2010,384,19,1,49,1
17,4,2010,384,20,1,49,1
17,4,2010,384,21,1,49,1
17,4,2010,384,22,1,49,1
17,4,2010,384,23,1,49,1
17,4,2010,384,24,1,47,1
15,5,2010,385,1,1,49,1
15,5,2010,385,2,1,49,1
16,5,2010,385,3,1,49,1
16,5,2010,385,4,1,49,1
16,5,2010,385,5,1,49,1
16,5,2010,385,6,1,49,1
16,5,2010,385,7,1,49,1
16,5,2010,385,8,1,49,1
16,5,2010,385,9,1,49,1
16,5,2010,385,10,1,49,1
16,5,2010,385,11,1,49,1
15,5,2010,385,12,1,49,1
16,5,2010,385,13,1,49,1
16,5,2010,385,14,1,49,1
16,5,2010,385,15,1,49,1
15,5,2010,385,16,1,49,1
15,5,2010,385,17,1,49,1
15,5,2010,385,18,1,49,1
15,5,2010,385,19,1,49,1
15,5,2010,385,20,1,49,1
15,5,2010,385,21,1,49,1
15,5,2010,385,22,1,49,1
15,5,2010,385,23,1,49,1
15,5,2010,385,24,1,47,1
10,7,2010,386,1,1,49,1
10,7,2010,386,2,1,49,1
11,7,2010,386,3,1,49,1
11,7,2010,386,4,1,49,1
11,7,2010,386,5,1,49,1
11,7,2010,386,6,1,49,1
11,7,2010,386,7,1,49,1
11,7,2010,386,8,1,49,1
11,7,2010,386,9,1,49,1
11,7,2010,386,10,1,49,1
11,7,2010,386,11,1,49,1
10,7,2010,386,12,1,49,1
11,7,2010,386,13,1,49,1
11,7,2010,386,14,1,49,1
11,7,2010,386,15,1,49,1
10,7,2010,386,16,1,49,1
10,7,2010,386,17,1,49,1
10,7,2010,386,18,1,49,1
10,7,2010,386,19,1,49,1
10,7,2010,386,20,1,49,1
10,7,2010,386,21,1,49,1
10,7,2010,386,22,1,49,1
10,7,2010,386,23,1,49,1
10,7,2010,386,24,1,47,1
5,9,2010,387,1,1,49,1
5,9,2010,387,2,1,49,1
6,9,2010,387,3,1,49,1
6,9,2010,387,4,1,49,1
6,9,2010,387,5,1,49,1
6,9,2010,387,6,1,49,1
6,9,2010,387,7,1,49,1
6,9,2010,387,8,1,49,1
6,9,2010,387,9,1,49,1
6,9,2010,387,10,1,49,1
6,9,2010,387,11,1,49,1
5,9,2010,387,12,1,49,1
6,9,2010,387,13,1,49,1
6,9,2010,387,14,1,49,1
6,9,2010,387,15,1,49,1
5,9,2010,387,16,1,49,1
5,9,2010,387,17,1,49,1
5,9,2010,387,18,1,49,1
5,9,2010,387,19,1,49,1
5,9,2010,387,20,1,49,1
5,9,2010,387,21,1,49,1
5,9,2010,387,22,1,49,1
5,9,2010,387,23,1,49,1
5,9,2010,387,24,1,47,1
6,11,2010,388,1,1,49,1
6,11,2010,388,2,1,49,1
